,User,CARD_INDEX,Card_Brand,Card_Type,Card_Number,Expires,CVV,Has_Chip,Cards_Issued,Credit_Limit,Acct_Open_Date,Year_PIN_last_Changed,Card_on_Dark_Web
1586,523,0,Mastercard,Debit,5792661772040761,2023-10-01T00:00:00.000,862,1,2,18092,2010-01-01T00:00:00.000,2015,0
1587,523,1,Mastercard,Debit,5446646218200600,2022-12-01T00:00:00.000,473,1,2,23244,2007-11-01T00:00:00.000,2007,0
1588,524,0,Visa,Debit,4886036634951653,2023-04-01T00:00:00.000,841,1,1,12639,2012-08-01T00:00:00.000,2012,0
1589,524,1,Mastercard,Debit,5208111902646302,2021-12-01T00:00:00.000,143,1,1,13482,2014-07-01T00:00:00.000,2014,0
1590,524,2,Mastercard,Debit,5683051566552763,2024-03-01T00:00:00.000,924,1,1,13022,2010-05-01T00:00:00.000,2010,0
1591,524,3,Mastercard,Debit,5024398810633935,2020-02-01T00:00:00.000,575,0,2,23999,2014-04-01T00:00:00.000,2014,0
1592,525,0,Visa,Debit,4388509355512107,2020-01-01T00:00:00.000,52,1,2,12837,2001-05-01T00:00:00.000,2013,0
1593,525,1,Mastercard,Debit,5133994303927341,2012-07-01T00:00:00.000,12,1,1,25177,2007-06-01T00:00:00.000,2012,0
1594,525,2,Visa,Credit,4999872563975234,2006-01-01T00:00:00.000,258,1,1,18800,2004-05-01T00:00:00.000,2011,0
1595,526,0,Visa,Credit,4012239673381945,2020-03-01T00:00:00.000,960,1,2,3900,2014-04-01T00:00:00.000,2014,0
1596,527,0,Discover,Credit,6491563889949652,2023-02-01T00:00:00.000,834,1,2,7200,2020-01-01T00:00:00.000,2020,0
1597,528,0,Mastercard,Debit,5040046262063377,2024-12-01T00:00:00.000,731,1,2,11749,2003-06-01T00:00:00.000,2015,0
1598,528,1,Mastercard,Debit (Prepaid),5361683790644838,2021-01-01T00:00:00.000,225,1,1,77,2004-09-01T00:00:00.000,2011,0
1599,529,0,Visa,Debit,4239806874218454,2011-11-01T00:00:00.000,564,1,2,86262,2011-10-01T00:00:00.000,2011,0
1600,529,1,Visa,Debit,4546418791213683,2010-06-01T00:00:00.000,955,1,1,92939,2004-02-01T00:00:00.000,2011,0
1601,529,2,Visa,Debit,4025546651211985,2024-02-01T00:00:00.000,741,1,2,64613,2019-01-01T00:00:00.000,2019,0
1602,530,0,Visa,Debit,4576325893639027,2020-02-01T00:00:00.000,8,1,2,27305,2020-02-01T00:00:00.000,2020,0
1603,531,0,Visa,Debit,4816684331004039,2023-01-01T00:00:00.000,757,1,1,24546,2008-08-01T00:00:00.000,2010,0
1604,531,1,Mastercard,Debit,5313945757861658,2018-09-01T00:00:00.000,764,1,1,25121,2018-01-01T00:00:00.000,2018,0
1605,531,2,Discover,Credit,6733959530204171,2022-09-01T00:00:00.000,878,1,1,17000,2001-07-01T00:00:00.000,2018,0
1606,531,3,Visa,Credit,4506945480857983,2023-05-01T00:00:00.000,476,1,2,6800,2013-10-01T00:00:00.000,2013,0
1607,531,4,Mastercard,Credit,5891397747740840,2013-12-01T00:00:00.000,198,1,2,15100,2011-08-01T00:00:00.000,2011,0
1608,532,0,Mastercard,Credit,5479226934776678,2013-09-01T00:00:00.000,276,1,1,14300,2008-07-01T00:00:00.000,2008,0
1609,532,1,Amex,Credit,340213655737651,2024-11-01T00:00:00.000,108,1,2,8800,2015-02-01T00:00:00.000,2015,0
1610,533,0,Visa,Credit,4073585160932951,2023-05-01T00:00:00.000,635,1,2,4100,2012-05-01T00:00:00.000,2012,0
1611,533,1,Amex,Credit,354919576312722,2021-08-01T00:00:00.000,795,1,1,9500,2008-08-01T00:00:00.000,2016,0
1612,533,2,Mastercard,Credit,5569011066508197,2010-06-01T00:00:00.000,780,1,1,8500,2006-07-01T00:00:00.000,2011,0
1613,534,0,Visa,Debit,4699690787956736,2023-05-01T00:00:00.000,5,0,2,21741,2020-02-01T00:00:00.000,2020,0
1614,534,1,Visa,Debit,4748742930224055,2020-09-01T00:00:00.000,974,1,1,1741,2020-02-01T00:00:00.000,2020,0
1615,535,0,Mastercard,Debit (Prepaid),5941982171557637,2021-04-01T00:00:00.000,756,1,2,74,2020-02-01T00:00:00.000,2020,0
1616,535,1,Visa,Credit,4224965156816542,2024-02-01T00:00:00.000,389,0,1,8700,2020-02-01T00:00:00.000,2020,0
1617,535,2,Mastercard,Debit (Prepaid),5515026771729881,2024-03-01T00:00:00.000,311,1,1,63,2020-01-01T00:00:00.000,2020,0
1618,536,0,Amex,Credit,371624685132627,2022-10-01T00:00:00.000,297,1,2,18400,2010-01-01T00:00:00.000,2015,0
1619,536,1,Visa,Credit,4682031333555589,2022-12-01T00:00:00.000,219,1,2,9700,2019-04-01T00:00:00.000,2019,0
1620,536,2,Mastercard,Credit,5437152511733314,2022-01-01T00:00:00.000,853,1,1,13800,2009-07-01T00:00:00.000,2017,0
1621,536,3,Visa,Credit,4518067619451768,2020-06-01T00:00:00.000,429,1,2,0,2009-06-01T00:00:00.000,2011,0
1622,537,0,Visa,Debit,4422198494122153,2020-10-01T00:00:00.000,852,1,2,22501,2010-02-01T00:00:00.000,2010,0
1623,538,0,Visa,Debit,4680510288921428,2013-09-01T00:00:00.000,217,1,2,25307,2012-09-01T00:00:00.000,2012,0
1624,538,1,Visa,Debit,4414800408438414,2020-06-01T00:00:00.000,833,1,1,23401,2008-10-01T00:00:00.000,2011,0
1625,538,2,Mastercard,Debit,5039380212110238,2020-07-01T00:00:00.000,830,1,1,34385,2016-01-01T00:00:00.000,2016,0
1626,539,0,Visa,Debit,4201603557566123,2023-01-01T00:00:00.000,380,1,2,15485,2004-10-01T00:00:00.000,2010,0
1627,539,1,Mastercard,Debit,5903118148557393,2022-11-01T00:00:00.000,939,0,3,14156,2007-01-01T00:00:00.000,2018,0
1628,539,2,Visa,Credit,4433520087348350,2021-11-01T00:00:00.000,303,1,2,12400,2014-09-01T00:00:00.000,2014,0
1629,539,3,Mastercard,Debit,5653383391642965,2024-05-01T00:00:00.000,280,1,2,14850,2012-09-01T00:00:00.000,2012,0
1630,540,0,Mastercard,Debit,5639527120868397,2023-10-01T00:00:00.000,126,1,1,25093,2002-07-01T00:00:00.000,2006,0
1631,541,0,Mastercard,Debit,5283951994405151,2020-01-01T00:00:00.000,201,0,1,19991,2020-01-01T00:00:00.000,2020,0
1632,542,0,Mastercard,Debit (Prepaid),5876773249686695,2022-09-01T00:00:00.000,942,1,2,29,2020-01-01T00:00:00.000,2020,0
1633,543,0,Visa,Debit,4786571889403869,2023-08-01T00:00:00.000,592,1,2,28422,2020-02-01T00:00:00.000,2020,0
1634,543,1,Visa,Credit,4061205624693615,2020-02-01T00:00:00.000,148,1,1,10100,2020-02-01T00:00:00.000,2020,0
1635,543,2,Mastercard,Debit (Prepaid),5565765822212471,2023-12-01T00:00:00.000,119,1,2,40,2008-08-01T00:00:00.000,2018,0
1636,544,0,Visa,Debit,4566018104845496,2020-08-01T00:00:00.000,490,1,1,12589,2009-01-01T00:00:00.000,2011,0
1637,544,1,Visa,Debit,4997480551334716,2023-09-01T00:00:00.000,51,1,2,11885,2013-03-01T00:00:00.000,2013,0
1638,544,2,Mastercard,Debit,5572601780823600,2024-03-01T00:00:00.000,642,1,1,18820,2003-07-01T00:00:00.000,2008,0
1639,545,0,Visa,Debit,4101200741078800,2020-06-01T00:00:00.000,810,1,2,8562,2006-09-01T00:00:00.000,2008,0
1640,545,1,Visa,Debit,4153032185259106,2022-05-01T00:00:00.000,614,1,1,5933,2007-11-01T00:00:00.000,2009,0
1641,545,2,Visa,Debit (Prepaid),4227171668701156,2024-10-01T00:00:00.000,319,1,2,33,2002-06-01T00:00:00.000,2018,0
1642,545,3,Mastercard,Debit,5465784735932043,2021-08-01T00:00:00.000,490,1,1,10764,2005-06-01T00:00:00.000,2007,0
1643,546,0,Mastercard,Credit,5448351633948320,2020-06-01T00:00:00.000,592,1,1,8900,2020-02-01T00:00:00.000,2020,0
1644,546,1,Visa,Debit,4778187080028211,2024-01-01T00:00:00.000,74,1,2,6781,2011-11-01T00:00:00.000,2011,0
1645,546,2,Visa,Debit,4514571438412414,2020-01-01T00:00:00.000,377,1,2,12116,2020-01-01T00:00:00.000,2020,0
1646,547,0,Mastercard,Debit,5962105909908856,2021-08-01T00:00:00.000,615,1,2,21131,2007-02-01T00:00:00.000,2007,0
1647,547,1,Mastercard,Debit,5977475805952055,2015-06-01T00:00:00.000,815,1,2,13383,2015-04-01T00:00:00.000,2015,0
1648,547,2,Mastercard,Debit (Prepaid),5491556655486869,2023-05-01T00:00:00.000,226,1,1,58,2010-09-01T00:00:00.000,2010,0
1649,548,0,Discover,Credit,6375330614788153,2021-02-01T00:00:00.000,523,1,2,14600,2002-12-01T00:00:00.000,2008,0
1650,549,0,Amex,Credit,356226851008135,2020-01-01T00:00:00.000,792,0,1,6600,2020-01-01T00:00:00.000,2020,0
1651,549,1,Visa,Debit,4128926575959194,2020-06-01T00:00:00.000,827,1,1,23806,1999-05-01T00:00:00.000,2008,0
1652,549,2,Visa,Debit,4840372814737208,2022-11-01T00:00:00.000,357,1,2,17082,2004-01-01T00:00:00.000,2011,0
1653,549,3,Mastercard,Debit,5573468131965566,2024-09-01T00:00:00.000,258,1,1,16422,2007-11-01T00:00:00.000,2011,0
1654,549,4,Mastercard,Debit,5566429737412055,2024-04-01T00:00:00.000,6,1,1,15353,2007-09-01T00:00:00.000,2011,0
1655,549,5,Mastercard,Debit (Prepaid),5570187893542298,2024-07-01T00:00:00.000,610,1,1,66,2018-07-01T00:00:00.000,2018,0
1656,550,0,Mastercard,Debit,5360341319255168,2024-07-01T00:00:00.000,985,1,2,7221,2020-01-01T00:00:00.000,2020,0
1657,550,1,Visa,Debit,4892181339731576,2022-07-01T00:00:00.000,846,1,2,21032,2020-02-01T00:00:00.000,2020,0
1658,551,0,Mastercard,Credit,5437743244958188,2022-09-01T00:00:00.000,676,1,1,11900,2020-01-01T00:00:00.000,2020,0
1659,551,1,Visa,Debit,4064511982908640,2020-02-01T00:00:00.000,861,1,2,15328,2020-01-01T00:00:00.000,2020,0
1660,552,0,Mastercard,Debit,5593047322938366,2020-02-01T00:00:00.000,697,1,1,15023,2011-01-01T00:00:00.000,2011,0
1661,552,1,Mastercard,Credit,5027469645306341,2023-03-01T00:00:00.000,841,1,2,8500,2008-10-01T00:00:00.000,2008,0
1662,552,2,Mastercard,Debit,5260164218460494,2014-12-01T00:00:00.000,234,1,2,17667,2010-07-01T00:00:00.000,2011,0
1663,552,3,Visa,Debit,4891248998438646,2023-04-01T00:00:00.000,860,1,2,20549,2006-01-01T00:00:00.000,2007,0
1664,552,4,Mastercard,Debit,5998541932516719,2009-11-01T00:00:00.000,863,1,1,1738,1999-02-01T00:00:00.000,2007,0
1665,553,0,Visa,Debit,4933381182408329,2020-11-01T00:00:00.000,961,1,1,34013,2012-11-01T00:00:00.000,2012,0
1666,553,1,Mastercard,Debit,5896188747962564,2022-12-01T00:00:00.000,194,1,1,38290,2014-07-01T00:00:00.000,2014,0
1667,553,2,Mastercard,Debit,5429242008081571,2018-12-01T00:00:00.000,151,1,1,17718,2009-12-01T00:00:00.000,2010,0
1668,553,3,Mastercard,Debit,5485368757971908,2020-01-01T00:00:00.000,442,0,1,25878,2003-09-01T00:00:00.000,2009,0
1669,553,4,Mastercard,Debit,5771106543332286,2013-03-01T00:00:00.000,600,1,1,22858,2008-05-01T00:00:00.000,2010,0
1670,554,0,Mastercard,Debit,5035566276017342,2024-09-01T00:00:00.000,348,0,1,19913,2007-12-01T00:00:00.000,2010,0
1671,555,0,Mastercard,Debit,5146721520853896,2022-06-01T00:00:00.000,597,1,1,18648,2020-02-01T00:00:00.000,2020,0
1672,556,0,Mastercard,Debit,5622888585637629,2023-01-01T00:00:00.000,818,1,1,9676,2000-06-01T00:00:00.000,2009,0
1673,556,1,Visa,Credit,4090651468730805,2024-07-01T00:00:00.000,347,1,2,4900,2002-07-01T00:00:00.000,2004,0
1674,556,2,Visa,Debit (Prepaid),4015493899295533,2023-04-01T00:00:00.000,455,1,1,62,2011-02-01T00:00:00.000,2011,0
1675,556,3,Mastercard,Debit,5331374110302611,2020-08-01T00:00:00.000,392,1,1,17957,2014-06-01T00:00:00.000,2014,0
1676,556,4,Mastercard,Credit,5120155075854705,2023-10-01T00:00:00.000,69,1,2,13100,2008-07-01T00:00:00.000,2008,0
1677,557,0,Discover,Credit,6907469862919142,2021-01-01T00:00:00.000,78,1,1,10700,2006-09-01T00:00:00.000,2017,0
1678,557,1,Amex,Credit,397876125303268,2022-04-01T00:00:00.000,283,1,1,14400,2016-11-01T00:00:00.000,2016,0
1679,557,2,Amex,Credit,320874983741928,2021-08-01T00:00:00.000,637,1,1,20400,2005-09-01T00:00:00.000,2016,0
1680,557,3,Mastercard,Debit,5216119435076209,2024-12-01T00:00:00.000,938,1,2,1816,2005-08-01T00:00:00.000,2009,0
1681,557,4,Amex,Credit,388894604011447,2009-11-01T00:00:00.000,475,1,2,2200,2004-05-01T00:00:00.000,2008,0
1682,558,0,Visa,Credit,4477205451217988,2020-01-01T00:00:00.000,510,1,2,4600,2004-08-01T00:00:00.000,2011,0
1683,559,0,Visa,Debit (Prepaid),4832425456568319,2022-12-01T00:00:00.000,771,1,2,91,2003-04-01T00:00:00.000,2015,0
1684,559,1,Mastercard,Credit,5573356132288877,2024-02-01T00:00:00.000,39,0,2,14400,2012-04-01T00:00:00.000,2012,0
1685,559,2,Visa,Debit,4990883053108043,2007-09-01T00:00:00.000,717,1,1,18647,2005-02-01T00:00:00.000,2007,0
1686,559,3,Visa,Credit,4205703038691363,2020-10-01T00:00:00.000,715,1,1,18100,2005-08-01T00:00:00.000,2008,0
1687,559,4,Mastercard,Debit (Prepaid),5452849951871914,2020-04-01T00:00:00.000,510,1,2,35,2009-06-01T00:00:00.000,2009,0
1688,560,0,Visa,Debit,4798004786727366,2023-04-01T00:00:00.000,439,1,1,19079,2020-02-01T00:00:00.000,2020,0
1689,561,0,Visa,Debit,4146173833591127,2020-02-01T00:00:00.000,127,1,1,10686,2020-01-01T00:00:00.000,2020,0
1690,561,1,Visa,Debit,4170284395296715,2021-02-01T00:00:00.000,886,1,2,30000,2020-02-01T00:00:00.000,2020,0
1691,562,0,Visa,Debit,4908013395790270,2021-07-01T00:00:00.000,30,1,1,41221,2003-07-01T00:00:00.000,2011,0
1692,562,1,Mastercard,Debit,5565610768898340,2024-07-01T00:00:00.000,214,1,1,29170,2005-03-01T00:00:00.000,2006,0
1693,562,2,Discover,Credit,6194011434705938,2022-04-01T00:00:00.000,513,1,3,19800,2007-11-01T00:00:00.000,2011,0
1694,562,3,Visa,Credit,4227790214165429,2022-04-01T00:00:00.000,326,1,2,14500,2002-05-01T00:00:00.000,2007,0
1695,563,0,Mastercard,Credit,5449971634656595,2024-06-01T00:00:00.000,172,1,2,12200,2015-09-01T00:00:00.000,2015,0
1696,564,0,Mastercard,Debit,5726263807352663,2022-03-01T00:00:00.000,675,1,2,1500,2006-02-01T00:00:00.000,2018,0
1697,564,1,Visa,Credit,4367416449267714,2014-08-01T00:00:00.000,163,0,1,13700,2001-06-01T00:00:00.000,2005,0
1698,564,2,Mastercard,Debit,5103357334539485,2023-09-01T00:00:00.000,3,1,2,15895,2020-01-01T00:00:00.000,2020,0
1699,565,0,Visa,Credit,4989332552056925,2020-04-01T00:00:00.000,250,1,1,3000,2020-02-01T00:00:00.000,2020,0
1700,566,0,Mastercard,Debit,5657550046539675,2021-06-01T00:00:00.000,692,1,1,1470,2008-04-01T00:00:00.000,2008,0
1701,566,1,Visa,Credit,4590969585932290,2023-12-01T00:00:00.000,836,1,2,5500,2005-12-01T00:00:00.000,2010,0
1702,567,0,Visa,Debit,4320531705592796,2021-12-01T00:00:00.000,275,1,2,4326,2020-02-01T00:00:00.000,2020,0
1703,567,1,Visa,Credit,4713354839986613,2023-05-01T00:00:00.000,290,1,2,13600,2020-02-01T00:00:00.000,2020,0
1704,567,2,Mastercard,Debit,5083490519087277,2022-01-01T00:00:00.000,232,1,1,37002,2020-01-01T00:00:00.000,2020,0
1705,568,0,Visa,Debit,4460024958657540,2020-01-01T00:00:00.000,704,1,2,9562,2008-09-01T00:00:00.000,2011,0
1706,569,0,Mastercard,Debit,5872752390879513,2020-09-01T00:00:00.000,772,1,1,18244,2012-07-01T00:00:00.000,2012,0
1707,569,1,Visa,Debit (Prepaid),4662000840694246,2023-09-01T00:00:00.000,924,1,2,81,2015-09-01T00:00:00.000,2015,0
1708,569,2,Amex,Credit,375953550153829,2022-12-01T00:00:00.000,888,1,1,13700,2003-01-01T00:00:00.000,2017,0
1709,569,3,Mastercard,Credit,5225763870748438,2020-06-01T00:00:00.000,627,1,1,6000,2008-12-01T00:00:00.000,2010,0
1710,569,4,Mastercard,Debit,5543346867967379,2024-11-01T00:00:00.000,275,1,1,16409,1998-05-01T00:00:00.000,2008,0
1711,569,5,Visa,Debit,4601299602284616,2022-03-01T00:00:00.000,652,1,2,15822,2006-09-01T00:00:00.000,2009,0
1712,570,0,Mastercard,Debit,5238065973168619,2023-09-01T00:00:00.000,266,1,2,1447,2004-12-01T00:00:00.000,2010,0
1713,570,1,Mastercard,Credit,5187091395766799,2020-05-01T00:00:00.000,843,1,3,6600,2006-07-01T00:00:00.000,2010,0
1714,571,0,Visa,Credit,4603076242608163,2009-10-01T00:00:00.000,377,1,1,15700,2006-07-01T00:00:00.000,2011,0
1715,571,1,Mastercard,Debit,5588067020596088,2021-01-01T00:00:00.000,208,1,2,26704,2018-06-01T00:00:00.000,2018,0
1716,572,0,Mastercard,Debit,5686575699244488,2024-12-01T00:00:00.000,666,1,2,43033,2007-04-01T00:00:00.000,2013,0
1717,573,0,Discover,Credit,6658549025356902,2024-02-01T00:00:00.000,578,1,1,5800,2020-02-01T00:00:00.000,2020,0
1718,573,1,Visa,Credit,4609674436334775,2023-07-01T00:00:00.000,820,1,1,6900,2020-01-01T00:00:00.000,2020,0
1719,574,0,Mastercard,Debit,5027291418907395,2022-02-01T00:00:00.000,118,1,1,17432,2001-10-01T00:00:00.000,2014,0
1720,575,0,Mastercard,Debit,5937648730770388,2024-12-01T00:00:00.000,903,1,1,34453,2014-05-01T00:00:00.000,2014,0
1721,575,1,Mastercard,Credit,5892514772578316,2023-04-01T00:00:00.000,771,1,1,14800,2003-08-01T00:00:00.000,2018,0
1722,575,2,Visa,Debit,4750687309919007,2021-02-01T00:00:00.000,667,1,1,2603,2005-10-01T00:00:00.000,2012,0
1723,575,3,Mastercard,Debit,5409845888265723,2023-10-01T00:00:00.000,832,1,2,11568,2006-03-01T00:00:00.000,2008,0
1724,576,0,Visa,Debit,4848394515179455,2024-01-01T00:00:00.000,918,1,1,35943,2001-06-01T00:00:00.000,2009,0
1725,576,1,Discover,Credit,6504367247289968,2019-01-01T00:00:00.000,580,1,1,13600,2011-04-01T00:00:00.000,2011,0
1726,576,2,Mastercard,Debit,5964535277999798,2022-03-01T00:00:00.000,245,1,2,8671,2007-12-01T00:00:00.000,2009,0
1727,577,0,Visa,Debit,4479897458047272,2024-12-01T00:00:00.000,411,1,1,24498,2012-06-01T00:00:00.000,2012,0
1728,578,0,Visa,Debit,4270283600301122,2020-09-01T00:00:00.000,51,1,1,21751,2008-10-01T00:00:00.000,2008,0
1729,578,1,Mastercard,Debit,5324796450432106,2022-11-01T00:00:00.000,746,1,3,18021,2009-03-01T00:00:00.000,2009,0
1730,578,2,Visa,Debit,4510686870861755,2023-01-01T00:00:00.000,713,1,2,7830,2005-09-01T00:00:00.000,2010,0
1731,579,0,Mastercard,Debit,5345290500556939,2021-12-01T00:00:00.000,888,1,2,17980,2007-03-01T00:00:00.000,2007,0
1732,579,1,Visa,Credit,4659755318123494,2024-01-01T00:00:00.000,764,1,2,9000,2006-09-01T00:00:00.000,2008,0
1733,579,2,Mastercard,Debit,5357793088955286,2012-07-01T00:00:00.000,544,1,1,16034,2004-11-01T00:00:00.000,2013,0
1734,579,3,Mastercard,Debit,5625327420318301,2022-12-01T00:00:00.000,428,1,2,323,2003-07-01T00:00:00.000,2009,0
1735,579,4,Visa,Debit,4607469261117911,2021-06-01T00:00:00.000,388,1,1,6611,2008-07-01T00:00:00.000,2008,0
1736,580,0,Mastercard,Debit,5592976284572731,2023-06-01T00:00:00.000,696,1,1,14231,2002-10-01T00:00:00.000,2010,0
1737,580,1,Visa,Credit,4897415542074817,2019-01-01T00:00:00.000,363,1,1,11400,2009-10-01T00:00:00.000,2009,0
1738,580,2,Visa,Credit,4533131033936549,2021-10-01T00:00:00.000,612,1,2,5900,2005-02-01T00:00:00.000,2009,0
1739,581,0,Visa,Debit,4711994375142426,2022-04-01T00:00:00.000,577,1,1,3915,2010-09-01T00:00:00.000,2010,0
1740,581,1,Mastercard,Debit,5898219587988129,2022-08-01T00:00:00.000,295,1,2,8882,2009-06-01T00:00:00.000,2015,0
1741,581,2,Mastercard,Debit,5673609398481611,2020-02-01T00:00:00.000,990,1,1,1218,2011-08-01T00:00:00.000,2012,0
1742,581,3,Visa,Debit,4071490746118665,2020-07-01T00:00:00.000,498,1,1,12057,2011-01-01T00:00:00.000,2018,0
1743,582,0,Visa,Debit,4310420575646294,2023-01-01T00:00:00.000,18,1,2,13435,2005-08-01T00:00:00.000,2008,0
1744,582,1,Mastercard,Debit,5863102770923374,2024-03-01T00:00:00.000,62,0,2,13055,2010-05-01T00:00:00.000,2010,0
1745,582,2,Mastercard,Debit (Prepaid),5659519661095769,2020-10-01T00:00:00.000,634,1,2,85,2009-03-01T00:00:00.000,2011,0
1746,583,0,Visa,Credit,4934996934968532,2021-04-01T00:00:00.000,547,1,3,1200,2002-01-01T00:00:00.000,2011,0
1747,583,1,Visa,Credit,4331814593567425,2023-01-01T00:00:00.000,448,1,2,10500,2002-03-01T00:00:00.000,2010,0
1748,583,2,Amex,Credit,383176667828985,2021-10-01T00:00:00.000,459,1,2,9300,2004-08-01T00:00:00.000,2008,0
1749,583,3,Mastercard,Debit,5603296596869732,2021-06-01T00:00:00.000,386,1,1,14056,2006-12-01T00:00:00.000,2008,0
1750,584,0,Mastercard,Debit,5303411542373680,2023-10-01T00:00:00.000,305,1,1,2001,2010-02-01T00:00:00.000,2018,0
1751,585,0,Mastercard,Debit (Prepaid),5536825392398622,2024-11-01T00:00:00.000,829,1,1,80,2020-01-01T00:00:00.000,2020,0
1752,585,1,Mastercard,Credit,5736136415216037,2020-02-01T00:00:00.000,332,1,1,19500,2020-02-01T00:00:00.000,2020,0
1753,586,0,Mastercard,Debit,5179703588055807,2022-01-01T00:00:00.000,41,1,1,14797,2020-02-01T00:00:00.000,2020,0
1754,586,1,Visa,Debit,4263037313230472,2021-04-01T00:00:00.000,719,1,1,14420,2020-01-01T00:00:00.000,2020,0
1755,587,0,Mastercard,Credit,5250335239588576,2020-02-01T00:00:00.000,728,1,2,13600,2020-02-01T00:00:00.000,2020,0
1756,588,0,Mastercard,Debit,5302369835874378,2024-09-01T00:00:00.000,368,1,2,3013,2006-07-01T00:00:00.000,2006,0
1757,588,1,Mastercard,Debit,5277210517488881,2024-05-01T00:00:00.000,589,1,1,22304,2009-12-01T00:00:00.000,2010,0
1758,588,2,Visa,Debit,4654267845248719,2021-10-01T00:00:00.000,929,1,3,30242,2008-01-01T00:00:00.000,2013,0
1759,588,3,Visa,Debit,4048588745318463,2019-07-01T00:00:00.000,741,1,1,12948,2008-10-01T00:00:00.000,2008,0
1760,589,0,Mastercard,Debit,5677329350701316,2020-10-01T00:00:00.000,768,1,1,20695,2020-02-01T00:00:00.000,2020,0
1761,589,1,Mastercard,Debit,5708163356892632,2020-01-01T00:00:00.000,148,1,2,23716,2020-01-01T00:00:00.000,2020,0
1762,589,2,Visa,Debit,4172298033102508,2020-05-01T00:00:00.000,477,1,1,17223,2020-02-01T00:00:00.000,2020,0
1763,590,0,Mastercard,Debit (Prepaid),5954988204081791,2015-11-01T00:00:00.000,200,1,2,49,2006-09-01T00:00:00.000,2010,0
1764,591,0,Visa,Debit,4705406456208642,2022-04-01T00:00:00.000,542,1,2,19792,2011-05-01T00:00:00.000,2011,0
1765,591,1,Visa,Debit (Prepaid),4751613092399340,2024-09-01T00:00:00.000,600,1,2,76,2011-05-01T00:00:00.000,2011,0
1766,591,2,Mastercard,Debit,5176023312287835,2023-10-01T00:00:00.000,444,1,1,19811,2013-08-01T00:00:00.000,2013,0
1767,591,3,Mastercard,Debit,5737557443858194,2020-11-01T00:00:00.000,462,1,2,17602,2011-06-01T00:00:00.000,2011,0
1768,591,4,Mastercard,Debit (Prepaid),5709040626294728,2021-04-01T00:00:00.000,579,1,1,96,2007-11-01T00:00:00.000,2011,0
1769,592,0,Mastercard,Credit,5571567914533589,2023-01-01T00:00:00.000,845,1,2,36900,2020-02-01T00:00:00.000,2020,0
1770,593,0,Visa,Debit,4772137298381087,2020-02-01T00:00:00.000,231,1,2,14263,2020-02-01T00:00:00.000,2020,0
1771,593,1,Mastercard,Debit,5458281950154231,2020-02-01T00:00:00.000,671,1,2,3013,2020-02-01T00:00:00.000,2020,0
1772,593,2,Mastercard,Debit,5171844589281134,2023-12-01T00:00:00.000,998,1,2,17789,2020-01-01T00:00:00.000,2020,0
1773,594,0,Mastercard,Debit,5128558439499170,2021-03-01T00:00:00.000,199,1,1,7184,2012-12-01T00:00:00.000,2012,0
1774,594,1,Visa,Debit (Prepaid),4891182896802218,2022-05-01T00:00:00.000,936,1,1,62,2005-11-01T00:00:00.000,2007,0
1775,594,2,Mastercard,Credit,5252814681308258,2023-03-01T00:00:00.000,635,1,2,8300,2004-08-01T00:00:00.000,2018,0
1776,595,0,Visa,Credit,4024411952428035,2022-04-01T00:00:00.000,865,1,1,11900,2010-02-01T00:00:00.000,2014,0
1777,595,1,Visa,Credit,4472564488537917,2018-12-01T00:00:00.000,194,0,2,2000,2010-07-01T00:00:00.000,2010,0
1778,595,2,Mastercard,Debit,5869951817550274,2023-09-01T00:00:00.000,672,1,2,12827,2014-08-01T00:00:00.000,2014,0
1779,595,3,Mastercard,Credit,5933265709179136,2010-09-01T00:00:00.000,730,1,1,10800,2008-04-01T00:00:00.000,2012,0
1780,595,4,Visa,Debit,4093356206877400,2021-06-01T00:00:00.000,202,1,1,8400,2007-06-01T00:00:00.000,2008,0
1781,595,5,Visa,Credit,4650428198678080,2011-10-01T00:00:00.000,741,1,2,6700,2011-08-01T00:00:00.000,2011,0
1782,596,0,Mastercard,Debit,5188366223912130,2021-10-01T00:00:00.000,649,1,2,13417,2008-01-01T00:00:00.000,2008,0
1783,597,0,Visa,Debit (Prepaid),4745512667212883,2021-10-01T00:00:00.000,371,1,2,60,2008-04-01T00:00:00.000,2009,0
1784,597,1,Visa,Credit,4361942024605018,2021-03-01T00:00:00.000,649,1,1,10300,2003-05-01T00:00:00.000,2016,0
1785,597,2,Amex,Credit,353041795366517,2021-06-01T00:00:00.000,896,1,2,4900,2020-02-01T00:00:00.000,2020,0
1786,598,0,Visa,Debit,4772324802242471,2015-12-01T00:00:00.000,104,1,2,9073,2008-08-01T00:00:00.000,2012,0
1787,598,1,Visa,Debit,4222966508731552,2023-07-01T00:00:00.000,816,1,2,19635,2007-05-01T00:00:00.000,2018,0
1788,598,2,Visa,Debit,4748375055768054,2020-02-01T00:00:00.000,425,1,1,21207,2007-02-01T00:00:00.000,2007,0
1789,598,3,Visa,Credit,4468355695964457,2023-12-01T00:00:00.000,955,1,1,14000,2002-10-01T00:00:00.000,2008,0
1790,598,4,Discover,Credit,6771746312163081,2012-11-01T00:00:00.000,841,0,1,14400,2003-09-01T00:00:00.000,2011,0
1791,599,0,Mastercard,Debit (Prepaid),5811487719571767,2020-06-01T00:00:00.000,355,1,1,72,2020-02-01T00:00:00.000,2020,0
